Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,1.2,France,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.3,3.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1998.0,1998.0,given,NA,NA,NA,1:26140,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.3.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.41,0.49,NA,NA,NA,NA,4,0.01,0.21,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.01,0.21,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,1.2,France,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.5,5.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,2002.0,2002.0,given,NA,NA,NA,1:26000,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.5.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.48,0.61,NA,NA,NA,NA,4,0.01,0.17,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.01,0.17,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,1.2,France,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.4,4.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,2000.0,2000.0,given,NA,NA,NA,1:27000,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.4.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.38,0.51,NA,NA,NA,NA,4,0.02,0.31,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.02,0.31,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,1.2,France,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.1,1.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1998.0,1998.0,given,NA,NA,NA,1:25800,1000.0,dpi,2.0,NA,NA,NA,Allier,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.1.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.77,0.55,NA,NA,NA,NA,6,0.05,0.11,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.05,0.11,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,0.03,France,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.5,5.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,2002.0,2002.0,given,NA,NA,NA,1:26000,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.5.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.48,0.61,NA,NA,NA,NA,4,0.01,0.17,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.01,0.17,NA,NA,NA,NA,RMSE,NA,NA,NA
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,0.03,France,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,NA,NA,A8RIYP3A.3,3.0,Aerial,France,unclear,IGN (Institut Géographique National),NA,NA,1998.0,1998.0,given,NA,NA,NA,1:26140,NA,NA,2.0,NA,NA,NA,Garonne,yes,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,NA,A8RIYP3A.3.1,dGPS,dGPS,point-based,NA,NA,NA,NA,NA,NA,12,12.0,0.41,0.49,NA,NA,NA,NA,4,0.01,0.21,NA,NA,NA,NA,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.01,0.21,NA,NA,NA,NA,RMSE,NA,NA,NA
T8UZ36GE,Livia,"Verhoeven and Vermuelen 2016, Remote Sensing (T8UZ36GE)",2016,Verhoeven and Vermuelen,Engaging with the Canopy—Multi-Dimensional Vegetation Mark Visualisation Using Archived Aerial Images,Remote Sensing,10.3390/rs8090752,43.383812,43.387422,5.804014,5.804318,0.07,Italy,"Montarice, Italy",Aerial,Application,Archeology,yes,listed as archeological prospection?,NA,NA,T8UZ36GE.2,2.0,Aerial,NA,unclear,NA,NA,NA,2003.0,2003.0,not specified,NA,NA,0.8,NA,NA,NA,52.0,NA,NA,NA,NA,yes,SfM+MVS,Agisoft Photoscan Professional,1.2.4,yes,not specified,yes,masking (black border),masking (black border),NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,0.13,NA,T8UZ36GE.2.1,GNSS,GNSS,point-based,NA,NA,NA,NA,NA,NA,7,7.0,0.118,0.113,0.06,0.164,0.174,0.174,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.118,0.113,0.06,0.164,0.174,0.174,RMSE,DEM smooting in Geomagic Studio 2013,NA,NA
T8UZ36GE,Livia,"Verhoeven and Vermuelen 2016, Remote Sensing (T8UZ36GE)",2016,Verhoeven and Vermuelen,Engaging with the Canopy—Multi-Dimensional Vegetation Mark Visualisation Using Archived Aerial Images,Remote Sensing,10.3390/rs8090752,43.383812,43.387422,5.804014,5.804318,0.07,Italy,"Montarice, Italy",Aerial,Application,Archeology,yes,listed as archeological prospection?,NA,NA,T8UZ36GE.1,1.0,Aerial,NA,unclear,NA,NA,NA,2002.0,2002.0,not specified,NA,NA,0.8,NA,NA,NA,29.0,NA,NA,NA,Nikon SUPER COOLSCAN 5000 ED,yes,SfM+MVS,Agisoft Photoscan Professional,1.2.4,yes,not specified,yes,masking (black border),masking (black border),NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,0.13,NA,T8UZ36GE.1.1,GNSS,GNSS,point-based,NA,NA,NA,NA,NA,NA,15,15.0,0.095,0.078,0.06,0.123,0.137,0.137,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.095,0.078,0.06,0.123,0.137,0.137,RMSE,DEM smooting in Geomagic Studio 2013,NA,NA
7TGQURPL,Bob,"Verhoeven et al. 2012, Journal of Archeological Science (7TGQURPL)",2012,Verhoeven et al.,Mapping by matching: a computer vision-based approach to fast and accurate georeferencing of archaeological aerial photographs,Journal of Archeological Science,10.1016/j.jas.2012.02.022,13.2865823,13.2956693,43.3149829,43.3190889,NA,Italy,"Trea Città Romana, Italy",Aerial,Application,Methodology,yes,NA,NA,NA,7TGQURPL.1,1.0,Aerial,NA,unclear,NA,NA,NA,2000.0,2000.0,partial,NA,NA,NA,NA,21.0,μm,16.0,NA,NA,NA,NA,yes,SfM+MVS,Agisoft Photoscan Professional,0.8.1,yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,not specified,7TGQURPL.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7TGQURPL,Bob,"Verhoeven et al. 2012, Journal of Archeological Science (7TGQURPL)",2012,Verhoeven et al.,Mapping by matching: a computer vision-based approach to fast and accurate georeferencing of archaeological aerial photographs,Journal of Archeological Science,10.1016/j.jas.2012.02.022,13.421292,13.425637,43.326617,43.331074,NA,Italy,"Ricina, Italy",Aerial,Application,Methodology,yes,NA,NA,NA,7TGQURPL.1,1.0,Aerial,NA,unclear,NA,NA,NA,2000.0,2000.0,partial,NA,NA,NA,NA,21.0,μm,16.0,NA,NA,NA,NA,yes,SfM+MVS,Agisoft Photoscan Professional,0.8.1,yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,not specified,7TGQURPL.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7TGQURPL,Bob,"Verhoeven et al. 2012, Journal of Archeological Science (7TGQURPL)",2012,Verhoeven et al.,Mapping by matching: a computer vision-based approach to fast and accurate georeferencing of archaeological aerial photographs,Journal of Archeological Science,10.1016/j.jas.2012.02.022,16.844644,16.87975,48.106517,48.119485,NA,Austria,"Carnuntum, Austria",Aerial,Application,Methodology,yes,NA,NA,NA,7TGQURPL.1,1.0,Aerial,NA,unclear,NA,NA,NA,2000.0,2000.0,partial,NA,NA,NA,NA,21.0,μm,16.0,NA,NA,NA,NA,yes,SfM+MVS,Agisoft Photoscan Professional,0.8.1,yes,not specified,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,not specified,7TGQURPL.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUHU8ZK4,Bob,"Verhoeven et al. 2013, Good Practice in Archaeological Diagnostics (BUHU8ZK4)",2013,Verhoeven et al.,Undistorting the Past: New Techniques for Orthorectification of Archaeological Aerial Frame Imagery,Good Practice in Archaeological Diagnostics,10.1007/978-3-319-01784-6_3,48.2515,48.2714,16.2555,16.2826,NA,Austria,"approximated. 3 study site in Italy, Austria and portugal. Reported the one in Kreuttal Region (Austria). For the other no clear information about the extention",Aerial,Application,Archeology,yes,"case study dataset is the same as Sevara , 2013",NA,NA,BUHU8ZK4.1,1.0,Aerial,UK,unclear,The Aerial Reconnaissance Archives,NA,NA,1945.0,1945.0,partial,NA,NA,NA,1:10500,1200.0,dpi,20.0,NA,NA,NA,NA,yes,SfM+MVS,Agisoft PhotoScan Professional,0.8.1,yes,yes,yes,images aligned + cropped to identical dimensions using fiducial marks,alignment / cropping (fiducials),NA,NA,images aligned + cropped to identical dimensions using fiducial marks,NA,NA,3D (point cloud/DEM),NA,NA,NA,BUHU8ZK4.1.1,ALS DSM,ALS DSM,area-based,NA,NA,NA,NA,NA,NA,a number,NA,0.562,0.854,2.842,NA,NA,3.02,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.562,0.854,2.842,NA,NA,3.02,RMSE,NA,NA,NA
H55BD2CG,Livia,"Vivero et al. 2021, Frontiers in Remote Sensing (H55BD2CG)",2021,Vivero et al.,"Combination of Aerial, Satellite, and UAV Photogrammetry for Quantifying Rock Glacier Kinematics in the Dry Andes of Chile (30°S) Since the 1950s",Frontiers in Remote Sensing,10.3389/frsen.2021.784015,-30.164,-30.131,-69.943,-69.892,13.0,Chile,"Tapado Glacier, Vicuña, Chile",Aerial,Application,Glaciology,yes,rock glacier kinematics,NA,NA,H55BD2CG.3,3.0,Aerial,Chile,unclear,Servicio Aerofotogramétrico (SAF) of Chile,GEOTEC,NA,2000.0,2000.0,given,NA,NA,1,1:50000,1200.0,dpi,NA,NA,Wild RC10,NA,NA,yes,Photogrammetric,Geomatica Banff,NA,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),1.0,1.0,"Semi-Global Matching algorithm for the DEM, orthophoto generated using the reconstructed DEM",H55BD2CG.3.1,Orthoimage,ALS point cloud,area-based,NA,NA,NA,NA,NA,NA,11,11.0,0.3,0.33,0.77,NA,NA,0.89,30,0.18,0.07,0.05,NA,NA,0.199,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.18,0.07,0.05,NA,NA,0.199,RMSE,NA,NA,NA
H55BD2CG,Livia,"Vivero et al. 2021, Frontiers in Remote Sensing (H55BD2CG)",2021,Vivero et al.,"Combination of Aerial, Satellite, and UAV Photogrammetry for Quantifying Rock Glacier Kinematics in the Dry Andes of Chile (30°S) Since the 1950s",Frontiers in Remote Sensing,10.3389/frsen.2021.784015,-30.164,-30.131,-69.943,-69.892,13.0,Chile,"Tapado Glacier, Vicuña, Chile",Aerial,Application,Glaciology,yes,rock glacier kinematics,NA,NA,H55BD2CG.2,2.0,Aerial,Chile,unclear,Servicio Aerofotogramétrico (SAF) of Chile,CHILE60,NA,1978.0,1978.0,given,NA,NA,1,1:50000,1200.0,dpi,NA,NA,Wild RC10,NA,NA,yes,Photogrammetric,Geomatica Banff,NA,yes,yes,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),1.0,1.0,"Semi-Global Matching algorithm for the DEM, orthophoto generated using the reconstructed DEM",H55BD2CG.2.1,Orthoimage,ALS point cloud,area-based,NA,NA,NA,NA,NA,NA,11,11.0,0.28,0.3,0.53,NA,NA,0.67,35,0.32,0.05,0.12,NA,NA,0.345,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.32,0.05,0.12,NA,NA,0.345,RMSE,NA,NA,NA
H55BD2CG,Livia,"Vivero et al. 2021, Frontiers in Remote Sensing (H55BD2CG)",2021,Vivero et al.,"Combination of Aerial, Satellite, and UAV Photogrammetry for Quantifying Rock Glacier Kinematics in the Dry Andes of Chile (30°S) Since the 1950s",Frontiers in Remote Sensing,10.3389/frsen.2021.784015,-30.164,-30.131,-69.943,-69.892,13.0,Chile,"Tapado Glacier, Vicuña, Chile",Aerial,Application,Glaciology,yes,rock glacier kinematics,NA,NA,H55BD2CG.1,1.0,Aerial,Chile,unclear,Instituto Geográfico Militar (IGM) of Chile,HYCON aerial survey,NA,1956.0,1956.0,computed,NA,NA,1,1:50000,1200.0,dpi,NA,NA,Fairchild T-11,NA,NA,yes,Photogrammetric,Geomatica Banff,NA,yes,no,not specified,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),1.0,1.0,"Semi-Global Matching algorithm for the DEM, orthophoto generated using the reconstructed DEM",H55BD2CG.1.1,Orthoimage,ALS point cloud,area-based,NA,NA,NA,NA,NA,NA,16,16.0,0.9,0.82,1.09,NA,NA,1.634,30,0.35,0.04,0.08,NA,NA,0.361,CPs,CPs,NA,point-based,NA,NA,NA,NA,NA,NA,0.35,0.04,0.08,NA,NA,0.361,RMSE,NA,NA,NA
7PV3VJZP,Anette,"Véga and St-Onge 2008, Remote Sensing of Environment (7PV3VJZP)",2008,Véga and St-Onge,Height growth reconstruction of a boreal forest canopy over a period of 58 years using a combination of photogrammetric and lidar models,Remote Sensing of Environment,10.1016/j.rse.2007.09.002,48.5016,48.513,-79.45782,-79.4442,2.0,Canada,"Rouyn-Noranda, Quebec, Canada",Aerial,Application,Forestry,yes,stereo-matching algorithms to map forest canopy surface elevations,NA,NA,7PV3VJZP.3,3.0,Aerial,Canada,unclear,NA,NA,NA,1983.0,1983.0,given,NA,NA,0.238,"1:15,000",16.0,μm,4.0,NA,Wild RC8,NA,"No of images between 3-4, reported 6",yes,Photogrammetric,VirtuoZo,3.5,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,no mention of GSDs,7PV3VJZP.3.1,Lidar DEM,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.59,0.49,NA,NA,0.993,NA,NA,NA,NA,NA,NA,NA,LiDAR DTM,LiDAR DTM,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,0.641,Standard Deviation,NA,GCP coregistration error,NA
7PV3VJZP,Anette,"Véga and St-Onge 2008, Remote Sensing of Environment (7PV3VJZP)",2008,Véga and St-Onge,Height growth reconstruction of a boreal forest canopy over a period of 58 years using a combination of photogrammetric and lidar models,Remote Sensing of Environment,10.1016/j.rse.2007.09.002,48.5016,48.513,-79.45782,-79.4442,2.0,Canada,"Rouyn-Noranda, Quebec, Canada",Aerial,Application,Forestry,yes,stereo-matching algorithms to map forest canopy surface elevations,NA,NA,7PV3VJZP.2,2.0,Aerial,Canada,unclear,NA,NA,NA,1965.0,1965.0,given,NA,NA,0.251,"1:15,840",16.0,μm,4.0,NA,Wild RC8,NA,"No of images between 3-4, reported 5",yes,Photogrammetric,VirtuoZo,3.5,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,no mention of GSDs,7PV3VJZP.2.1,Lidar DEM,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.25,1.01,NA,NA,1.101,NA,NA,NA,NA,NA,NA,NA,LiDAR DTM,LiDAR DTM,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.96,NA,NA,1.663,Standard Deviation,NA,GCP coregistration error,NA
7PV3VJZP,Anette,"Véga and St-Onge 2008, Remote Sensing of Environment (7PV3VJZP)",2008,Véga and St-Onge,Height growth reconstruction of a boreal forest canopy over a period of 58 years using a combination of photogrammetric and lidar models,Remote Sensing of Environment,10.1016/j.rse.2007.09.002,48.5016,48.513,-79.45782,-79.4442,2.0,Canada,"Rouyn-Noranda, Quebec, Canada",Aerial,Application,Forestry,yes,stereo-matching algorithms to map forest canopy surface elevations,NA,NA,7PV3VJZP.1,1.0,Aerial,Canada,unclear,NA,NA,NA,1945.0,1945.0,partial,NA,NA,0.191,"1:12,000",16.0,μm,4.0,NA,Fairchild,NA,"No of images between 3-4, reported 4",yes,Photogrammetric,VirtuoZo,3.5,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,no mention of GSDs,7PV3VJZP.1.1,Lidar DEM,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.65,0.85,NA,NA,1.324,NA,NA,NA,NA,NA,NA,NA,LiDAR DTM,LiDAR DTM,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,1.143,Standard Deviation,NA,GCP coregistration error,NA
7PV3VJZP,Anette,"Véga and St-Onge 2008, Remote Sensing of Environment (7PV3VJZP)",2008,Véga and St-Onge,Height growth reconstruction of a boreal forest canopy over a period of 58 years using a combination of photogrammetric and lidar models,Remote Sensing of Environment,10.1016/j.rse.2007.09.002,48.5016,48.513,-79.45782,-79.4442,2.0,Canada,"Rouyn-Noranda, Quebec, Canada",Aerial,Application,Forestry,yes,stereo-matching algorithms to map forest canopy surface elevations,NA,NA,7PV3VJZP.4,4.0,Aerial,Canada,unclear,NA,NA,NA,2003.0,2003.0,given,NA,NA,0.238,"1:15,000",16.0,μm,4.0,NA,Wild RC10,NA,"No of images between 3-4, reported 7",yes,Photogrammetric,VirtuoZo,3.5,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,3D (point cloud/DEM),NA,NA,no mention of GSDs,7PV3VJZP.4.1,Lidar DEM,Lidar DEM,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.25,0.27,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,LiDAR DTM,LiDAR DTM,NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,0.658,Standard Deviation,NA,GCP coregistration error,NA
2AR5AVGG,Melanie,"Walstra et al. 2004, The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences (2AR5AVGG)",2004,Walstra et al.,Time for change: quantifying landslide evolution using historical aerial photographs and modern photogrammetric methods,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",NA,53.345,53.353,-1.821,-1.798,NA,UK,"Mam Tor area, Derbyshire, UK",Aerial,Application,Geomorphology,yes,Landslide evolution,Interesting step-by-step workflow description starting from historical image selection up to how to process (very scientific - nice!),NA,2AR5AVGG.1,1.0,Aerial,UK,unclear,NMR (National Monuments Record),NA,NA,1953.0,1953.0,computed,6140.0,NA,0.5,1:12000,42.0,μm,2.0,NA,NA,NA,scanned contact prints,yes,Photogrammetric,"ERDAS Imagine: OrthoBASE Pro, GAP","8.6, NA",yes,not specified,no,NA,NA,NA,NA,NA,"self calibrating bundle adjustment to determine IOP via GAP (J. Chandler), stereo reconstruction via ERDAS",NA,3D (point cloud/DEM),4.0,NA,point cloud and Ortho generated,2AR5AVGG.1.1,dGPS,dGPS,point-based,NA,NA,NA,NA,0.01,0.01,NA,NA,0.57,0.41,0.09,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,6.755,RMSE,NA,NA,NA
2AR5AVGG,Melanie,"Walstra et al. 2004, The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences (2AR5AVGG)",2004,Walstra et al.,Time for change: quantifying landslide evolution using historical aerial photographs and modern photogrammetric methods,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",NA,53.345,53.353,-1.821,-1.798,NA,UK,"Mam Tor area, Derbyshire, UK",Aerial,Application,Geomorphology,yes,Landslide evolution,Interesting step-by-step workflow description starting from historical image selection up to how to process (very scientific - nice!),NA,2AR5AVGG.3,3.0,Aerial,UK,unclear,Cambridge University Collection of Air Photos (CUCAP),NA,NA,1973.0,1973.0,computed,950.0,NA,0.06,1:4000,15.0,μm,2.0,NA,NA,NA,scanned diapositives,yes,Photogrammetric,"ERDAS Imagine: OrthoBASE Pro, GAP","8.6, NA",yes,not specified,no,NA,NA,NA,NA,NA,"self calibrating bundle adjustment to determine IOP via GAP (J. Chandler), stereo reconstruction via ERDAS",NA,3D (point cloud/DEM),0.76,NA,point cloud and Ortho generated,2AR5AVGG.3.1,dGPS,dGPS,point-based,NA,NA,NA,NA,0.01,0.01,NA,NA,0.085,0.12,0.17,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,GCPs,GCPs,NA,point-based,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,1.801,RMSE,NA,NA,NA
